0.760279 (0.023989) with: {'batch_size': 50, 'model__activation': 'relu', 'model__num1': 400, 'model__num2': 400, 'model__optimizer': 'Adam'}
0.472462 (0.058323) with: {'batch_size': 50, 'model__activation': 'tanh', 'model__num1': 100, 'model__num2': 100, 'model__optimizer': 'SGD'}
0.342748 (0.079087) with: {'batch_size': 50, 'model__activation': 'tanh', 'model__num1': 100, 'model__num2': 100, 'model__optimizer': 'Adagrad'}
0.630840 (0.040257) with: {'batch_size': 50, 'model__activation': 'tanh', 'model__num1': 100, 'model__num2': 100, 'model__optimizer': 'Adam'}
0.484965 (0.032055) with: {'batch_size': 50, 'model__activation': 'tanh', 'model__num1': 100, 'model__num2': 200, 'model__optimizer': 'SGD'}
0.358180 (0.014779) with: {'batch_size': 50, 'model__activation': 'tanh', 'model__num1': 100, 'model__num2': 200, 'model__optimizer': 'Adagrad'}
0.592775 (0.035832) with: {'batch_size': 50, 'model__activation': 'tanh', 'model__num1': 100, 'model__num2': 200, 'model__optimizer': 'Adam'}
0.469808 (0.040234) with: {'batch_size': 50, 'model__activation': 'tanh', 'model__num1': 100, 'model__num2': 400, 'model__optimizer': 'SGD'}
0.322595 (0.026118) with: {'batch_size': 50, 'model__activation': 'tanh', 'model__num1': 100, 'model__num2': 400, 'model__optimizer': 'Adagrad'}
0.490524 (0.085575) with: {'batch_size': 50, 'model__activation': 'tanh', 'model__num1': 100, 'model__num2': 400, 'model__optimizer': 'Adam'}
0.475544 (0.023424) with: {'batch_size': 50, 'model__activation': 'tanh', 'model__num1': 200, 'model__num2': 100, 'model__optimizer': 'SGD'}
0.405143 (0.021535) with: {'batch_size': 50, 'model__activation': 'tanh', 'model__num1': 200, 'model__num2': 100, 'model__optimizer': 'Adagrad'}
0.683558 (0.008811) with: {'batch_size': 50, 'model__activation': 'tanh', 'model__num1': 200, 'model__num2': 100, 'model__optimizer': 'Adam'}
0.437287 (0.007617) with: {'batch_size': 50, 'model__activation': 'tanh', 'model__num1': 200, 'model__num2': 200, 'model__optimizer': 'SGD'}
0.393940 (0.040600) with: {'batch_size': 50, 'model__activation': 'tanh', 'model__num1': 200, 'model__num2': 200, 'model__optimizer': 'Adagrad'}
0.559220 (0.069342) with: {'batch_size': 50, 'model__activation': 'tanh', 'model__num1': 200, 'model__num2': 200, 'model__optimizer': 'Adam'}
0.433999 (0.018858) with: {'batch_size': 50, 'model__activation': 'tanh', 'model__num1': 200, 'model__num2': 400, 'model__optimizer': 'SGD'}
0.343526 (0.007540) with: {'batch_size': 50, 'model__activation': 'tanh', 'model__num1': 200, 'model__num2': 400, 'model__optimizer': 'Adagrad'}
-0.646183 (1.612293) with: {'batch_size': 50, 'model__activation': 'tanh', 'model__num1': 200, 'model__num2': 400, 'model__optimizer': 'Adam'}
0.430831 (0.067440) with: {'batch_size': 50, 'model__activation': 'tanh', 'model__num1': 400, 'model__num2': 100, 'model__optimizer': 'SGD'}
0.425980 (0.031558) with: {'batch_size': 50, 'model__activation': 'tanh', 'model__num1': 400, 'model__num2': 100, 'model__optimizer': 'Adagrad'}
-1.830772 (1.792693) with: {'batch_size': 50, 'model__activation': 'tanh', 'model__num1': 400, 'model__num2': 100, 'model__optimizer': 'Adam'}
0.487624 (0.024552) with: {'batch_size': 50, 'model__activation': 'tanh', 'model__num1': 400, 'model__num2': 200, 'model__optimizer': 'SGD'}
0.417470 (0.018193) with: {'batch_size': 50, 'model__activation': 'tanh', 'model__num1': 400, 'model__num2': 200, 'model__optimizer': 'Adagrad'}
-1.748797 (1.766947) with: {'batch_size': 50, 'model__activation': 'tanh', 'model__num1': 400, 'model__num2': 200, 'model__optimizer': 'Adam'}
0.358965 (0.103770) with: {'batch_size': 50, 'model__activation': 'tanh', 'model__num1': 400, 'model__num2': 400, 'model__optimizer': 'SGD'}
0.394176 (0.028490) with: {'batch_size': 50, 'model__activation': 'tanh', 'model__num1': 400, 'model__num2': 400, 'model__optimizer': 'Adagrad'}
-3.042811 (0.082727) with: {'batch_size': 50, 'model__activation': 'tanh', 'model__num1': 400, 'model__num2': 400, 'model__optimizer': 'Adam'}
0.042711 (0.007049) with: {'batch_size': 50, 'model__activation': 'sigmoid', 'model__num1': 100, 'model__num2': 100, 'model__optimizer': 'SGD'}
-0.000116 (0.014374) with: {'batch_size': 50, 'model__activation': 'sigmoid', 'model__num1': 100, 'model__num2': 100, 'model__optimizer': 'Adagrad'}
0.581304 (0.017105) with: {'batch_size': 50, 'model__activation': 'sigmoid', 'model__num1': 100, 'model__num2': 100, 'model__optimizer': 'Adam'}
0.027344 (0.014087) with: {'batch_size': 50, 'model__activation': 'sigmoid', 'model__num1': 100, 'model__num2': 200, 'model__optimizer': 'SGD'}
0.005818 (0.014512) with: {'batch_size': 50, 'model__activation': 'sigmoid', 'model__num1': 100, 'model__num2': 200, 'model__optimizer': 'Adagrad'}
0.581369 (0.014068) with: {'batch_size': 50, 'model__activation': 'sigmoid', 'model__num1': 100, 'model__num2': 200, 'model__optimizer': 'Adam'}
0.037454 (0.018436) with: {'batch_size': 50, 'model__activation': 'sigmoid', 'model__num1': 100, 'model__num2': 400, 'model__optimizer': 'SGD'}
0.009093 (0.002113) with: {'batch_size': 50, 'model__activation': 'sigmoid', 'model__num1': 100, 'model__num2': 400, 'model__optimizer': 'Adagrad'}
0.594271 (0.009469) with: {'batch_size': 50, 'model__activation': 'sigmoid', 'model__num1': 100, 'model__num2': 400, 'model__optimizer': 'Adam'}
0.084154 (0.006000) with: {'batch_size': 50, 'model__activation': 'sigmoid', 'model__num1': 200, 'model__num2': 100, 'model__optimizer': 'SGD'}
0.024771 (0.008698) with: {'batch_size': 50, 'model__activation': 'sigmoid', 'model__num1': 200, 'model__num2': 100, 'model__optimizer': 'Adagrad'}
0.583411 (0.018015) with: {'batch_size': 50, 'model__activation': 'sigmoid', 'model__num1': 200, 'model__num2': 100, 'model__optimizer': 'Adam'}
0.051324 (0.007082) with: {'batch_size': 50, 'model__activation': 'sigmoid', 'model__num1': 200, 'model__num2': 200, 'model__optimizer': 'SGD'}
0.016913 (0.013734) with: {'batch_size': 50, 'model__activation': 'sigmoid', 'model__num1': 200, 'model__num2': 200, 'model__optimizer': 'Adagrad'}
0.560144 (0.033057) with: {'batch_size': 50, 'model__activation': 'sigmoid', 'model__num1': 200, 'model__num2': 200, 'model__optimizer': 'Adam'}
0.042166 (0.013928) with: {'batch_size': 50, 'model__activation': 'sigmoid', 'model__num1': 200, 'model__num2': 400, 'model__optimizer': 'SGD'}
0.020521 (0.007257) with: {'batch_size': 50, 'model__activation': 'sigmoid', 'model__num1': 200, 'model__num2': 400, 'model__optimizer': 'Adagrad'}
0.567328 (0.016331) with: {'batch_size': 50, 'model__activation': 'sigmoid', 'model__num1': 200, 'model__num2': 400, 'model__optimizer': 'Adam'}
0.064607 (0.008836) with: {'batch_size': 50, 'model__activation': 'sigmoid', 'model__num1': 400, 'model__num2': 100, 'model__optimizer': 'SGD'}
0.028952 (0.013220) with: {'batch_size': 50, 'model__activation': 'sigmoid', 'model__num1': 400, 'model__num2': 100, 'model__optimizer': 'Adagrad'}
0.568105 (0.042620) with: {'batch_size': 50, 'model__activation': 'sigmoid', 'model__num1': 400, 'model__num2': 100, 'model__optimizer': 'Adam'}
0.089777 (0.010143) with: {'batch_size': 50, 'model__activation': 'sigmoid', 'model__num1': 400, 'model__num2': 200, 'model__optimizer': 'SGD'}
0.026815 (0.003698) with: {'batch_size': 50, 'model__activation': 'sigmoid', 'model__num1': 400, 'model__num2': 200, 'model__optimizer': 'Adagrad'}
0.525882 (0.055429) with: {'batch_size': 50, 'model__activation': 'sigmoid', 'model__num1': 400, 'model__num2': 200, 'model__optimizer': 'Adam'}
0.071273 (0.003849) with: {'batch_size': 50, 'model__activation': 'sigmoid', 'model__num1': 400, 'model__num2': 400, 'model__optimizer': 'SGD'}
0.021200 (0.008870) with: {'batch_size': 50, 'model__activation': 'sigmoid', 'model__num1': 400, 'model__num2': 400, 'model__optimizer': 'Adagrad'}
0.546548 (0.035001) with: {'batch_size': 50, 'model__activation': 'sigmoid', 'model__num1': 400, 'model__num2': 400, 'model__optimizer': 'Adam'}
